delivery_id,delivery_partner,package_type,package_weight_kg,vehicle_type,delivery_mode,region,customer_address,latitude,longitude,warehouse_latitude,warehouse_longitude,weather_condition,distance_km,package_weight_kg,delivery_status,delivery_cost
11940,blue dart,groceries,1.42,van,same day,south,"House 246, Kalkaji, New Delhi",28.67025,77.34895,28.6417,77.22177,clear,15.3,35.52,delivered,283.06
11957,blue dart,cosmetics,42.18,van,standard,east,"House 124, Punjabi Bagh, New Delhi",28.72994,76.93726,28.6417,77.22177,cold,38.2,10.71,delivered,223.13
11966,blue dart,furniture,39.19,truck,two day,east,"House 359, Defence Colony, New Delhi",28.66519,77.12467,28.6417,77.22177,clear,229.7,24.61,delivered,1222.33
11996,blue dart,pharmacy,0.35,van,standard,west,"House 320, Preet Vihar, New Delhi",28.59134,76.95441,28.6417,77.22177,hot,126.3,15.76,delivered,678.78
11998,blue dart,automobile parts,62.62,truck,express,east,"House 390, Vasant Kunj, New Delhi",28.42743,77.09646,28.6417,77.22177,stormy,280.9,44.62,delayed,1588.36
12000,blue dart,furniture,64.26,ev bike,same day,west,"House 68, Janakpuri, New Delhi",28.74655,77.081,28.6417,77.22177,clear,274.5,33.46,failed,1572.88
12016,blue dart,documents,73.56,ev bike,two day,central,"House 205, Pitampura, New Delhi",28.75416,76.9442,28.6417,77.22177,foggy,255,18.76,delivered,1331.28
12018,blue dart,groceries,17.18,ev van,standard,east,"House 222, Shalimar Bagh, New Delhi",28.86425,77.04715,28.6417,77.22177,stormy,82.2,17.59,delivered,463.77
12020,blue dart,automobile parts,30.43,van,express,south,"House 294, Karol Bagh, New Delhi",28.6289,77.16709,28.6417,77.22177,foggy,129.1,16.05,delayed,743.65
12036,blue dart,automobile parts,63.62,van,standard,north,"House 32, Dwarka, New Delhi",28.66587,77.2711,28.6417,77.22177,cold,224.4,49.11,delivered,1269.33
12048,blue dart,clothing,72.46,truck,two day,north,"House 206, Rajouri Garden, New Delhi",28.60391,77.17558,28.6417,77.22177,clear,99,43.93,delivered,626.79
12050,blue dart,furniture,67.78,scooter,two day,east,"House 345, Nehru Place, New Delhi",28.86887,77.02972,28.6417,77.22177,clear,229.5,21.01,delivered,1210.53
12052,blue dart,groceries,11.7,ev van,express,south,"House 175, Rajouri Garden, New Delhi",28.7875,77.22938,28.6417,77.22177,cold,163.4,43.69,failed,998.07
12053,blue dart,documents,71.77,van,express,east,"House 230, Preet Vihar, New Delhi",28.58986,77.08178,28.6417,77.22177,cold,92.9,5.46,delivered,530.88
12072,blue dart,electronics,78.56,bike,same day,west,"House 437, Shahdara, New Delhi",28.523,77.2079,28.6417,77.22177,foggy,26.8,31.38,delivered,328.14
12079,blue dart,electronics,61.39,ev bike,two day,east,"House 333, Nehru Place, New Delhi",28.46431,77.18554,28.6417,77.22177,hot,233.8,13.17,delivered,1208.51
12083,blue dart,documents,29.73,truck,two day,central,"House 47, Model Town, New Delhi",28.78106,77.18463,28.6417,77.22177,stormy,163.4,47.93,delivered,960.79
12086,blue dart,cosmetics,36.07,bike,two day,south,"House 354, Preet Vihar, New Delhi",28.67354,77.26431,28.6417,77.22177,foggy,160.1,8.75,delivered,826.75
12087,blue dart,automobile parts,66.38,scooter,same day,central,"House 300, Vasant Kunj, New Delhi",28.46626,76.93255,28.6417,77.22177,foggy,271.4,6.79,delayed,1477.37
12089,blue dart,electronics,68.94,truck,express,west,"House 345, Rohini, New Delhi",28.78962,77.25844,28.6417,77.22177,foggy,136.6,41.97,delayed,858.91
12093,blue dart,fragile items,5.89,bike,express,east,"House 198, Karol Bagh, New Delhi",28.77664,77.33232,28.6417,77.22177,cold,227.7,28.21,delayed,1273.13
12106,blue dart,clothing,71.49,ev bike,same day,south,"House 144, Punjabi Bagh, New Delhi",28.55649,77.01737,28.6417,77.22177,foggy,281.8,22.62,delivered,1576.86
12118,blue dart,documents,31.06,scooter,express,east,"House 35, Rohini, New Delhi",28.83156,76.96839,28.6417,77.22177,foggy,198.9,27.41,delayed,1126.73
12120,blue dart,cosmetics,62.89,ev van,two day,south,"House 151, Janakpuri, New Delhi",28.73532,76.86837,28.6417,77.22177,foggy,244.7,48.39,delivered,1368.67
12123,blue dart,cosmetics,43.01,van,express,central,"House 324, Hauz Khas, New Delhi",28.58895,77.0302,28.6417,77.22177,rainy,221.9,20.71,delayed,1221.63
12129,blue dart,clothing,32.46,ev van,express,south,"House 388, Chandni Chowk, New Delhi",28.50282,77.08337,28.6417,77.22177,foggy,38.1,47,failed,381.5
12132,blue dart,pharmacy,51.93,scooter,same day,north,"House 386, Preet Vihar, New Delhi",28.55748,77.02382,28.6417,77.22177,clear,170.2,4.53,delivered,964.59
12135,blue dart,fragile items,45.41,ev bike,two day,east,"House 278, Janakpuri, New Delhi",28.47332,77.20618,28.6417,77.22177,stormy,270.2,7.13,failed,1372.39
12150,blue dart,pharmacy,48.39,van,same day,north,"House 259, Preet Vihar, New Delhi",28.80083,76.85027,28.6417,77.22177,hot,80.9,44.39,delivered,637.67
12157,blue dart,pharmacy,73.21,van,standard,north,"House 181, Model Town, New Delhi",28.68989,76.85038,28.6417,77.22177,hot,215.8,6.84,delivered,1099.52
12160,blue dart,groceries,8.3,van,express,east,"House 421, Rohini, New Delhi",28.51734,77.04838,28.6417,77.22177,foggy,217.1,44.32,delayed,1268.46
12172,blue dart,documents,68.29,van,express,east,"House 64, Punjabi Bagh, New Delhi",28.83941,77.1254,28.6417,77.22177,cold,214,6.33,delivered,1138.99
12177,blue dart,pharmacy,36.17,van,standard,east,"House 330, Mayur Vihar, New Delhi",28.60088,76.91692,28.6417,77.22177,clear,118.6,48.13,delivered,737.39
12206,blue dart,clothing,21.95,scooter,standard,central,"House 160, Civil Lines, New Delhi",28.53393,76.88044,28.6417,77.22177,rainy,155.3,31.26,delivered,870.28
12208,blue dart,pharmacy,53.08,scooter,same day,east,"House 169, Civil Lines, New Delhi",28.5077,77.01962,28.6417,77.22177,hot,38.1,35.01,delivered,395.53
12211,blue dart,furniture,16.58,truck,express,east,"House 398, Defence Colony, New Delhi",28.74684,77.01548,28.6417,77.22177,rainy,56.6,35.22,delayed,438.66
12238,blue dart,furniture,6.53,van,standard,south,"House 299, Punjabi Bagh, New Delhi",28.55001,77.10183,28.6417,77.22177,rainy,140.1,15.13,delivered,745.89
12271,blue dart,cosmetics,11.04,ev bike,two day,east,"House 437, Malviya Nagar, New Delhi",28.87718,77.01501,28.6417,77.22177,rainy,205.4,36.96,delivered,1137.88
12277,blue dart,electronics,60.79,ev van,express,north,"House 362, Shahdara, New Delhi",28.76292,76.88205,28.6417,77.22177,clear,27,40.41,delayed,306.23
12285,blue dart,cosmetics,55.25,ev van,express,south,"House 114, Preet Vihar, New Delhi",28.65323,77.00209,28.6417,77.22177,rainy,104.7,23.38,delayed,643.64
12299,blue dart,electronics,75.06,bike,express,east,"House 443, Lajpat Nagar, New Delhi",28.83319,77.18258,28.6417,77.22177,clear,130.4,27.73,delayed,785.19
12302,blue dart,cosmetics,48.45,scooter,two day,west,"House 204, Chandni Chowk, New Delhi",28.45356,76.96491,28.6417,77.22177,cold,286.6,0.92,delivered,1435.76
12309,blue dart,automobile parts,78.58,ev bike,express,east,"House 114, Chandni Chowk, New Delhi",28.51592,77.31728,28.6417,77.22177,rainy,30.7,11.98,delayed,239.44
12331,blue dart,electronics,71.46,ev van,standard,south,"House 138, Preet Vihar, New Delhi",28.84792,76.9502,28.6417,77.22177,clear,176.1,22.9,delivered,949.2
12347,blue dart,fragile items,9.89,van,two day,north,"House 423, Rohini, New Delhi",28.55058,77.33155,28.6417,77.22177,stormy,15.5,47.56,delivered,220.18
12349,blue dart,groceries,29.66,ev van,same day,north,"House 443, Ashok Vihar, New Delhi",28.52398,77.08383,28.6417,77.22177,stormy,3.6,48.9,delivered,256.7
12366,blue dart,electronics,17.76,ev bike,express,south,"House 145, Hauz Khas, New Delhi",28.45477,77.34764,28.6417,77.22177,cold,294.3,46.87,delayed,1632.7206
12379,blue dart,clothing,6.71,truck,two day,central,"House 145, Preet Vihar, New Delhi",28.42563,77.18484,28.6417,77.22177,cold,159.6,25.24,delivered,873.72
12382,blue dart,documents,65.66,truck,two day,central,"House 124, Okhla, New Delhi",28.49076,77.2547,28.6417,77.22177,cold,155.7,33.5,delivered,879
12385,blue dart,clothing,49.03,ev van,same day,north,"House 243, Dwarka, New Delhi",28.69767,76.88955,28.6417,77.22177,stormy,38.6,8.5,delivered,318.5
12394,blue dart,documents,30.46,truck,same day,east,"House 235, Punjabi Bagh, New Delhi",28.64621,76.92007,28.6417,77.22177,hot,36.5,12.85,delivered,321.05
12411,blue dart,cosmetics,58.42,bike,two day,north,"House 286, Kalkaji, New Delhi",28.49034,77.25235,28.6417,77.22177,foggy,90.9,49.52,delivered,604.02
12420,blue dart,fragile items,2.88,bike,two day,east,"House 76, Nehru Place, New Delhi",28.47672,77.02069,28.6417,77.22177,hot,203.5,31,delivered,1110.5
12453,blue dart,pharmacy,8.55,truck,same day,south,"House 125, Shalimar Bagh, New Delhi",28.464,77.28443,28.6417,77.22177,clear,263.5,12.51,delayed,1455.03
12466,blue dart,automobile parts,25.66,truck,express,west,"House 425, Ashok Vihar, New Delhi",28.53806,77.0315,28.6417,77.22177,foggy,3.6,42.13,delayed,194.39
12467,blue dart,fragile items,42.5,van,standard,west,"House 30, Patel Nagar, New Delhi",28.78894,76.97483,28.6417,77.22177,rainy,249.7,34.8,delivered,1352.9
12475,blue dart,documents,62.71,ev bike,two day,south,"House 109, Pitampura, New Delhi",28.5448,77.27298,28.6417,77.22177,clear,248.3,18.46,delivered,1296.88
12478,blue dart,documents,49.6,truck,two day,central,"House 456, Karol Bagh, New Delhi",28.71522,76.9536,28.6417,77.22177,rainy,229.9,33.91,delivered,1251.23
12488,blue dart,automobile parts,37.84,van,standard,central,"House 344, Mayur Vihar, New Delhi",28.45053,77.25648,28.6417,77.22177,stormy,218.6,14.88,delivered,1137.64
12502,blue dart,groceries,62.07,scooter,express,south,"House 208, Dwarka, New Delhi",28.87157,77.19326,28.6417,77.22177,rainy,64.2,10.94,delayed,403.82
12515,blue dart,groceries,27.53,van,two day,east,"House 176, Dwarka, New Delhi",28.74253,76.97366,28.6417,77.22177,clear,238.4,23.1,delivered,1261.3
12522,blue dart,furniture,65.69,van,standard,south,"House 176, Model Town, New Delhi",28.6506,77.13381,28.6417,77.22177,rainy,101.1,29.64,delivered,594.42
12532,blue dart,furniture,51.14,ev bike,same day,west,"House 116, Tilak Nagar, New Delhi",28.77779,76.92432,28.6417,77.22177,hot,152.1,31.99,delivered,956.47
12536,blue dart,fragile items,6.22,ev van,express,south,"House 409, Rajouri Garden, New Delhi",28.57881,76.87026,28.6417,77.22177,clear,172.4,45.6,delivered,1048.8
12541,blue dart,furniture,10.83,van,standard,west,"House 357, Vasant Kunj, New Delhi",28.49476,77.25524,28.6417,77.22177,stormy,43.5,10.53,delivered,249.09
12547,blue dart,automobile parts,67.44,scooter,two day,east,"House 319, Model Town, New Delhi",28.85397,77.2683,28.6417,77.22177,clear,173.7,8.47,delivered,893.91
12570,blue dart,documents,28.75,ev van,same day,west,"House 480, Punjabi Bagh, New Delhi",28.86448,76.99037,28.6417,77.22177,stormy,201,49.52,delayed,1254.34
12573,blue dart,groceries,19.74,ev bike,same day,west,"House 451, Shahdara, New Delhi",28.5278,76.97578,28.6417,77.22177,foggy,297.1,30.97,delayed,1632.7206
12585,blue dart,cosmetics,1.42,ev bike,same day,south,"House 359, Tilak Nagar, New Delhi",28.49182,77.13442,28.6417,77.22177,rainy,80.3,9,delayed,528.5
12592,blue dart,automobile parts,15.56,bike,same day,central,"House 343, Ashok Vihar, New Delhi",28.53584,77.05151,28.6417,77.22177,clear,50.8,6.11,delivered,372.33
12594,blue dart,clothing,76.56,bike,two day,east,"House 357, Rohini, New Delhi",28.83852,76.91477,28.6417,77.22177,stormy,265.5,25.58,delivered,1404.24
12601,blue dart,electronics,39.44,ev van,same day,west,"House 62, Kirti Nagar, New Delhi",28.5343,77.33379,28.6417,77.22177,hot,92,13.01,delivered,599.03
12605,blue dart,documents,13.82,bike,standard,east,"House 314, Ashok Vihar, New Delhi",28.54713,77.16178,28.6417,77.22177,hot,185.7,20.16,delivered,988.98
12611,blue dart,electronics,47.41,ev bike,express,north,"House 111, Preet Vihar, New Delhi",28.45798,77.33434,28.6417,77.22177,rainy,142.8,27.49,delayed,846.47
12616,blue dart,electronics,64.95,bike,same day,north,"House 376, Tilak Nagar, New Delhi",28.61944,77.13664,28.6417,77.22177,foggy,219.5,12.18,delayed,1234.04
12621,blue dart,furniture,74.77,truck,two day,south,"House 358, Lajpat Nagar, New Delhi",28.41095,77.32432,28.6417,77.22177,clear,28,43.9,delivered,271.7
12624,blue dart,cosmetics,24.37,ev bike,same day,central,"House 176, Civil Lines, New Delhi",28.42713,77.08512,28.6417,77.22177,clear,82.2,34.64,delivered,614.92
12627,blue dart,electronics,65.56,van,standard,south,"House 438, Shahdara, New Delhi",28.87346,77.1467,28.6417,77.22177,foggy,289.6,15.72,delivered,1495.16
12637,blue dart,clothing,26.9,van,same day,east,"House 423, Defence Colony, New Delhi",28.71178,76.94807,28.6417,77.22177,rainy,9.3,40.92,delivered,269.26
12646,blue dart,fragile items,68.86,van,same day,north,"House 355, Connaught Place, New Delhi",28.76146,77.2601,28.6417,77.22177,rainy,293.8,16.33,delayed,1617.99
12653,blue dart,fragile items,56.52,van,same day,central,"House 303, Shalimar Bagh, New Delhi",28.6921,77.18183,28.6417,77.22177,rainy,182.2,48.39,delayed,1156.17
12654,blue dart,pharmacy,53.57,ev bike,same day,east,"House 131, Model Town, New Delhi",28.82565,76.84412,28.6417,77.22177,stormy,124.1,9.29,delayed,748.37
12669,blue dart,electronics,5.51,van,standard,east,"House 106, Model Town, New Delhi",28.65318,77.2249,28.6417,77.22177,foggy,238.3,7.96,delivered,1215.38
12671,blue dart,pharmacy,32.53,van,express,south,"House 221, Pitampura, New Delhi",28.53903,76.95022,28.6417,77.22177,foggy,16.3,30.97,delayed,224.41
12682,blue dart,cosmetics,79.02,truck,two day,south,"House 207, Kirti Nagar, New Delhi",28.50772,76.93237,28.6417,77.22177,foggy,69.5,36.9,delivered,458.2
12686,blue dart,groceries,10.24,van,same day,north,"House 407, Saket, New Delhi",28.49756,77.2842,28.6417,77.22177,foggy,112,27.4,delivered,742.2
12691,blue dart,groceries,58.32,bike,express,north,"House 182, Lajpat Nagar, New Delhi",28.44193,77.05785,28.6417,77.22177,cold,121,13.71,failed,696.13
12709,blue dart,cosmetics,28.33,scooter,two day,west,"House 313, Connaught Place, New Delhi",28.47957,77.01581,28.6417,77.22177,foggy,249.5,13.62,delivered,1288.36
12711,blue dart,clothing,79.34,scooter,express,north,"House 55, Defence Colony, New Delhi",28.63617,77.08796,28.6417,77.22177,foggy,31.4,16.05,delayed,255.15
12719,blue dart,furniture,19.32,bike,two day,south,"House 65, Rajouri Garden, New Delhi",28.80065,76.85966,28.6417,77.22177,rainy,234.6,34.59,delivered,1276.77
12730,blue dart,fragile items,60.31,ev van,two day,east,"House 412, Punjabi Bagh, New Delhi",28.85367,77.17715,28.6417,77.22177,clear,229.4,2.3,delivered,1153.9
12742,blue dart,groceries,39.12,van,express,east,"House 53, Preet Vihar, New Delhi",28.67032,76.99048,28.6417,77.22177,hot,93.9,20.73,delayed,581.69
12749,blue dart,documents,7.25,ev van,standard,south,"House 70, Model Town, New Delhi",28.60908,76.95123,28.6417,77.22177,foggy,48.8,49.52,delivered,393.25
12756,blue dart,electronics,18.54,truck,express,south,"House 484, Chandni Chowk, New Delhi",28.57122,77.14115,28.6417,77.22177,hot,124.7,29.6,delivered,762.3
12759,blue dart,cosmetics,71.83,scooter,standard,south,"House 362, Mayur Vihar, New Delhi",28.53107,76.97631,28.6417,77.22177,cold,217.8,35.25,delivered,1194.75
12764,blue dart,pharmacy,50.1,ev van,express,west,"House 259, Shahdara, New Delhi",28.83412,77.23428,28.6417,77.22177,stormy,273.3,6.94,delayed,1437.32
12772,blue dart,cosmetics,23.16,ev bike,express,east,"House 295, Kalkaji, New Delhi",28.79138,76.92763,28.6417,77.22177,foggy,164.8,19.94,failed,933.82
12794,blue dart,cosmetics,0.55,truck,same day,central,"House 347, Janakpuri, New Delhi",28.66837,76.98092,28.6417,77.22177,hot,22.6,38.83,delivered,329.49
12800,blue dart,pharmacy,10.61,van,two day,north,"House 335, Shahdara, New Delhi",28.68619,77.16018,28.6417,77.22177,stormy,31.8,0.85,delivered,161.55
12801,blue dart,groceries,17.62,bike,standard,west,"House 98, Lajpat Nagar, New Delhi",28.82906,77.13887,28.6417,77.22177,hot,288.2,23.26,delivered,1510.78
12838,blue dart,electronics,30.66,truck,same day,central,"House 243, Rohini, New Delhi",28.52732,76.88643,28.6417,77.22177,hot,107.4,43.69,delivered,768.07
12848,blue dart,clothing,23.69,truck,standard,east,"House 251, Patel Nagar, New Delhi",28.53688,77.02247,28.6417,77.22177,stormy,105.4,33.8,delivered,628.4
12875,blue dart,groceries,18.54,scooter,express,west,"House 147, Mayur Vihar, New Delhi",28.83939,77.09381,28.6417,77.22177,hot,140.9,23.91,delivered,826.23
12877,blue dart,clothing,10.48,ev van,same day,east,"House 283, Chandni Chowk, New Delhi",28.47879,77.13914,28.6417,77.22177,foggy,150.1,14.87,delayed,895.11
12878,blue dart,documents,61.11,ev bike,two day,north,"House 293, Civil Lines, New Delhi",28.59651,77.298,28.6417,77.22177,rainy,148.3,4.52,delivered,755.06
12886,blue dart,documents,37.46,bike,express,central,"House 6, Saket, New Delhi",28.85741,77.22149,28.6417,77.22177,foggy,274.6,8.67,delivered,1449.01
12887,blue dart,groceries,55.82,van,two day,east,"House 412, Kalkaji, New Delhi",28.86112,76.94774,28.6417,77.22177,rainy,210.4,6.17,delivered,1070.51
12888,blue dart,pharmacy,72.58,scooter,express,north,"House 413, Lajpat Nagar, New Delhi",28.70794,77.00309,28.6417,77.22177,clear,114.1,19.39,delivered,678.67
12889,blue dart,clothing,48.8,ev bike,same day,south,"House 388, Saket, New Delhi",28.72498,77.04541,28.6417,77.22177,rainy,148.6,14.44,delivered,886.32
12917,blue dart,pharmacy,67.39,ev bike,express,west,"House 267, Connaught Place, New Delhi",28.86496,77.30098,28.6417,77.22177,rainy,34.6,1.35,delayed,227.05
12932,blue dart,automobile parts,40.79,ev bike,two day,east,"House 6, Shahdara, New Delhi",28.43521,77.0112,28.6417,77.22177,hot,98.1,37.15,delivered,601.95
12935,blue dart,fragile items,15.3,ev van,two day,north,"House 141, Civil Lines, New Delhi",28.48239,76.85211,28.6417,77.22177,cold,32.8,18.72,delivered,220.16
12939,blue dart,clothing,19.69,scooter,same day,north,"House 144, Rajouri Garden, New Delhi",28.76642,77.19279,28.6417,77.22177,rainy,181,41.61,delayed,1129.83
12940,blue dart,clothing,73.29,ev bike,same day,central,"House 438, Tilak Nagar, New Delhi",28.57704,76.86405,28.6417,77.22177,rainy,267.1,11.82,delayed,1470.96
12941,blue dart,fragile items,58.15,van,same day,west,"House 346, Dwarka, New Delhi",28.78904,77.17064,28.6417,77.22177,foggy,124.7,0.67,delivered,724.88
12954,blue dart,clothing,25.06,scooter,two day,east,"House 2, Connaught Place, New Delhi",28.50387,77.31496,28.6417,77.22177,foggy,125.2,48.21,delivered,770.63
12966,blue dart,electronics,61.7,ev van,two day,central,"House 62, Karol Bagh, New Delhi",28.58007,76.94942,28.6417,77.22177,cold,35.9,7.34,delivered,201.52
12967,blue dart,electronics,28.47,ev bike,standard,central,"House 324, Saket, New Delhi",28.8294,77.19066,28.6417,77.22177,cold,218.8,48.64,delivered,1239.92
12972,blue dart,furniture,8.91,ev bike,standard,central,"House 157, Hauz Khas, New Delhi",28.6202,77.30283,28.6417,77.22177,stormy,105.2,9.69,delivered,555.07
12986,blue dart,pharmacy,25.93,ev van,express,south,"House 62, Vasant Kunj, New Delhi",28.69019,76.89648,28.6417,77.22177,hot,296.7,12.36,delayed,1570.58
12990,blue dart,groceries,60.33,truck,same day,south,"House 209, Green Park, New Delhi",28.82193,77.11749,28.6417,77.22177,hot,288.9,39.71,delayed,1632.7206
13008,blue dart,documents,49.1,truck,express,east,"House 321, Punjabi Bagh, New Delhi",28.53285,77.09145,28.6417,77.22177,foggy,106.9,23.56,delayed,655.18
13019,blue dart,fragile items,59.87,bike,express,east,"House 109, Nehru Place, New Delhi",28.43793,77.10829,28.6417,77.22177,cold,117.2,17.73,delivered,689.19
13022,blue dart,electronics,29.9,scooter,same day,south,"House 234, Model Town, New Delhi",28.77824,77.1423,28.6417,77.22177,clear,89.5,48.63,delivered,693.39
13025,blue dart,furniture,7.61,ev van,express,north,"House 476, Green Park, New Delhi",28.48781,77.17155,28.6417,77.22177,foggy,251,14.97,delayed,1349.91
13092,blue dart,fragile items,68.77,scooter,same day,east,"House 263, Tilak Nagar, New Delhi",28.56299,76.8801,28.6417,77.22177,hot,144.9,41.91,delivered,950.23
13102,blue dart,groceries,26.46,ev bike,express,south,"House 9, Janakpuri, New Delhi",28.55843,76.92056,28.6417,77.22177,clear,274.3,48.87,delayed,1568.11
13106,blue dart,pharmacy,65.59,ev van,express,north,"House 384, Preet Vihar, New Delhi",28.47652,76.97006,28.6417,77.22177,foggy,168.8,24.85,delayed,968.55
13109,blue dart,furniture,59.87,ev bike,standard,north,"House 149, Patel Nagar, New Delhi",28.55889,76.98121,28.6417,77.22177,cold,273.2,37.76,delivered,1479.28
13114,blue dart,pharmacy,49.02,ev bike,same day,central,"House 15, Tilak Nagar, New Delhi",28.85296,77.13945,28.6417,77.22177,stormy,214.6,1.59,delayed,1177.77
13118,blue dart,groceries,31.79,truck,same day,south,"House 222, Connaught Place, New Delhi",28.77826,77.01935,28.6417,77.22177,hot,226.2,1.17,failed,1234.51
13162,blue dart,pharmacy,35.81,bike,standard,east,"House 484, Karol Bagh, New Delhi",28.66178,76.88349,28.6417,77.22177,rainy,253.4,29.58,delivered,1355.74
13177,blue dart,documents,22.54,truck,same day,north,"House 281, Rajouri Garden, New Delhi",28.71267,77.29549,28.6417,77.22177,rainy,10.4,24.07,delivered,224.21
13178,blue dart,documents,42.24,van,standard,east,"House 200, Rajouri Garden, New Delhi",28.51016,77.22573,28.6417,77.22177,stormy,101.7,35.54,delivered,615.12
13188,blue dart,cosmetics,79.72,ev van,express,west,"House 386, Shalimar Bagh, New Delhi",28.59757,76.86807,28.6417,77.22177,clear,4.8,2.02,delayed,95.6674
13193,blue dart,furniture,19.23,van,two day,central,"House 142, Green Park, New Delhi",28.54837,77.32133,28.6417,77.22177,clear,48,34.73,delivered,344.19
13203,blue dart,electronics,4.46,bike,standard,north,"House 242, Kalkaji, New Delhi",28.54476,77.27833,28.6417,77.22177,foggy,140.2,9.53,delivered,729.59
13209,blue dart,cosmetics,37.55,scooter,standard,north,"House 327, Preet Vihar, New Delhi",28.71527,77.34087,28.6417,77.22177,clear,211.1,22.97,delivered,1124.41
13214,blue dart,pharmacy,1.08,bike,same day,east,"House 167, Ashok Vihar, New Delhi",28.40718,76.975,28.6417,77.22177,cold,177.7,1.1,delayed,991.8
13236,blue dart,documents,26.81,truck,standard,central,"House 475, Karol Bagh, New Delhi",28.42492,76.91377,28.6417,77.22177,stormy,48.9,34.72,delivered,348.66
13242,blue dart,documents,25.09,bike,same day,south,"House 191, Lajpat Nagar, New Delhi",28.5715,77.15155,28.6417,77.22177,rainy,64.5,29.19,delivered,510.07
13266,blue dart,cosmetics,39.42,bike,express,north,"House 268, Mayur Vihar, New Delhi",28.51464,76.8931,28.6417,77.22177,hot,185.5,48.51,delayed,1123.03
13270,blue dart,documents,6.99,van,two day,north,"House 86, Model Town, New Delhi",28.42449,76.8847,28.6417,77.22177,foggy,216.1,27.49,delivered,1162.97
13278,blue dart,electronics,41.63,truck,two day,south,"House 148, Sarita Vihar, New Delhi",28.46851,77.03842,28.6417,77.22177,clear,184.8,19.3,delivered,981.9
13284,blue dart,automobile parts,52.94,truck,two day,central,"House 500, Mayur Vihar, New Delhi",28.59884,77.08992,28.6417,77.22177,stormy,143.7,17.83,delivered,771.99
13315,blue dart,furniture,64.23,ev bike,express,north,"House 64, Mayur Vihar, New Delhi",28.6484,76.91457,28.6417,77.22177,rainy,140.6,26.5,delayed,832.5
13318,blue dart,clothing,31.88,bike,two day,south,"House 477, Kirti Nagar, New Delhi",28.81796,77.2809,28.6417,77.22177,cold,251.8,40.51,delivered,1380.53
13324,blue dart,fragile items,78,ev van,same day,south,"House 362, Green Park, New Delhi",28.82998,77.33841,28.6417,77.22177,hot,165,44.89,delivered,1059.67
13327,blue dart,cosmetics,64.95,bike,two day,west,"House 459, Dwarka, New Delhi",28.76776,77.26861,28.6417,77.22177,stormy,282,23.42,delivered,1480.26
13328,blue dart,electronics,18.6,van,express,east,"House 250, Shalimar Bagh, New Delhi",28.54097,77.15085,28.6417,77.22177,stormy,80,14.99,delayed,494.97
13333,blue dart,electronics,37.62,truck,two day,north,"House 199, Punjabi Bagh, New Delhi",28.60798,77.15746,28.6417,77.22177,rainy,264.8,40.22,delivered,1444.66
13334,blue dart,fragile items,60.58,scooter,express,east,"House 327, Nehru Place, New Delhi",28.77097,77.07408,28.6417,77.22177,cold,74.5,5.59,delivered,439.27
13339,blue dart,pharmacy,11.94,van,express,west,"House 413, Nehru Place, New Delhi",28.72951,77.2278,28.6417,77.22177,cold,171.8,2.88,delivered,917.64
13340,blue dart,furniture,30.79,ev van,standard,central,"House 87, Rajouri Garden, New Delhi",28.444,77.00396,28.6417,77.22177,stormy,72.2,24.97,delivered,435.91
13364,blue dart,pharmacy,21.19,scooter,standard,south,"House 242, Patel Nagar, New Delhi",28.50339,77.12772,28.6417,77.22177,clear,144.9,37.63,delivered,837.39
13368,blue dart,furniture,5.78,scooter,standard,east,"House 396, Model Town, New Delhi",28.46107,76.89868,28.6417,77.22177,foggy,145.5,7.56,delivered,750.18
13375,blue dart,automobile parts,12.25,ev van,standard,central,"House 451, Preet Vihar, New Delhi",28.59664,76.97686,28.6417,77.22177,stormy,49.9,30.06,delivered,339.68
13376,blue dart,fragile items,42.34,ev van,same day,west,"House 322, Ashok Vihar, New Delhi",28.78779,77.01836,28.6417,77.22177,rainy,30.5,32.47,delivered,349.91
13387,blue dart,clothing,68.14,scooter,express,south,"House 41, Rajouri Garden, New Delhi",28.83468,77.153,28.6417,77.22177,stormy,290.7,41.21,delayed,1627.13
13388,blue dart,fragile items,11.01,bike,express,central,"House 199, Shahdara, New Delhi",28.41955,77.03375,28.6417,77.22177,rainy,213.8,36.23,delayed,1227.69
13424,blue dart,documents,51.62,van,express,west,"House 120, Punjabi Bagh, New Delhi",28.83801,76.84277,28.6417,77.22177,rainy,240.4,47.46,delayed,1394.38
13425,blue dart,electronics,42.96,ev bike,two day,east,"House 481, Shalimar Bagh, New Delhi",28.65307,77.34489,28.6417,77.22177,cold,286.9,39.91,delivered,1554.23
13432,blue dart,automobile parts,67.85,bike,two day,east,"House 195, Pitampura, New Delhi",28.66477,77.08657,28.6417,77.22177,rainy,44.1,4.18,delivered,233.04
13436,blue dart,cosmetics,23.47,scooter,two day,west,"House 105, Tilak Nagar, New Delhi",28.74686,77.05101,28.6417,77.22177,cold,151.4,49.52,delivered,905.83
13441,blue dart,cosmetics,33.43,scooter,two day,north,"House 402, Vasant Kunj, New Delhi",28.76473,76.89447,28.6417,77.22177,rainy,258.4,2.6,delivered,1299.8
13462,blue dart,cosmetics,73.76,truck,two day,west,"House 448, Ashok Vihar, New Delhi",28.54251,77.08505,28.6417,77.22177,stormy,64.4,33.85,delivered,423.55
13466,blue dart,pharmacy,70.89,bike,express,north,"House 138, Mayur Vihar, New Delhi",28.61345,77.21222,28.6417,77.22177,cold,208.9,14.5,delivered,1138
